Account ID,Account Name,Account Owned By,Account Type,Address,Billing City,Billing Region,Billing State,Close Date,Closed,Created Date,Current Quarter?,Days Left before EOQ,Hide Dates,Industry,Opportunity ID,Opportunity Name,Opportunity Type,Opportunity Type Filter,Product Name,Product Name Filter,Stage,Today,Won,Zip Code,Amount,Customer Count,Discount Granted,Latitude,Longitude,Number of Records,Opportunity Quantity,Sales,Software Sold,Transactions,Unit Price,Weekly Sales,Account Owned By,Close Date,Opportunity Type,Product Name,Today,Current Quarter Quota,Number of Records,Quota
001i0000008rG3YAAU,The Krusty Krab,Keyur Cruz,Gold,"114 E Washington St, Ann Arbor, MI 48104-1905",Ann Arbor,Midwest,Michigan,10/2/2014,TRUE,9/28/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vwOrAAI,The Krusty Krab vwOrAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,48104,11242,1,27.00%,42.28025,-83.747817,1,22,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rG1sAAE,Sed Eget Lacus Foundation,Keyur Cruz,Gold,"207 E Washington St, Ann Arbor, MI 48104-2007",Ann Arbor,Midwest,Michigan,3/12/2014,TRUE,3/10/2014,Other Quarters,31,TRUE,Technology,006i0000001vvR2AAI,Sed Eget Lacus Foundation vvR2AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,48104,2450,1,30.00%,42.280655,-83.746968,1,5,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rF0lAAE,Augue Id Associates,Deepak Ramirez,Gold,"23845 Highway 385, Hill City, SD 57745-6517",Hill City,Midwest,South Dakota,9/20/2013,TRUE,9/22/2013,Other Quarters,31,TRUE,Technology,006i0000001vunWAAQ,Augue Id Associates vunWAAQ  MOL Standard Services,Services,0,MOL Standard,0,Discover,5/30/2015,FALSE,57745,497,1,29.00%,43.948569,-103.522307,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rGCtAAM,Consequat Dolor Vitae LLC,Jesse Alexander,Gold,"1110 Westloop Pl, Manhattan, KS 66502-2838",Manhattan,Midwest,Kansas,4/13/2015,TRUE,4/11/2015,This Quarter,31,TRUE,Retail,006i0000001vxWbAAI,Consequat Dolor Vitae LLC vxWbAAI  MOL Standard Services,Services,0,MOL Standard,0,Solution,5/30/2015,FALSE,66502,10507,1,21.00%,39.191438,-96.608193,1,19,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFL3AAM,Big T Burgers and Fries,Greg Powell,Gold,"61 Brookline Ave, Boston, MA 02215-3406",Boston,Northeast,Massachusetts,10/22/2013,TRUE,10/16/2013,Other Quarters,31,TRUE,Recreation,006i0000001vuvIAAQ,Big T Burgers and Fries vuvIAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,2215,686,1,2.00%,42.347128,-71.099081,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFGuAAM,Iaculis Ltd,Greg Powell,Gold,"700 Trapp Hill Rd, Stowe, VT 05672-5074",Stowe,Northeast,Vermont,2/9/2015,TRUE,2/9/2015,Other Quarters,31,TRUE,Hospitality,006i0000001vx8LAAQ,Iaculis Ltd vx8LAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,5672,1995,1,5.00%,44.465574,-72.744623,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rGCjAAM,Phasellus Libero Mauris Company,Greg Powell,Gold,"21 East St, Northfield, VT 05663-6719",Northfield,Northeast,Vermont,11/11/2014,TRUE,11/7/2014,Other Quarters,31,TRUE,Construction,006i0000001vwbVAAQ,Phasellus Libero Mauris Company vwbVAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,5663,1932,1,8.00%,44.148919,-72.6556,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rG61AAE,Per Conubia Consulting,Greg Powell,Gold,"254 Wilkins St, Morrisville, VT 05661-6117",Morrisville,Northeast,Vermont,6/22/2014,TRUE,6/17/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vvtJAAQ,Per Conubia Consulting vvtJAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,5661,97811,1,11.00%,44.569263,-72.603439,1,157,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rF0LAAU,Enim Consequat Purus LLP,Greg Powell,Gold,"41 Center St, Rutland, VT 05701",Rutland,Northeast,Vermont,1/1/2014,TRUE,12/25/2013,Other Quarters,31,TRUE,Technology,006i0000001vv9PAAQ,Enim Consequat Purus LLP vv9PAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,5701,1659,1,21.00%,43.606701,-72.97756,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFjLAAU,A Dui Cras Consulting,Jamie Data,Gold,"570 Main St, Bangor, ME 04401-6821",Bangor,Northeast,Maine,12/21/2014,TRUE,12/16/2014,Other Quarters,31,TRUE,Insurance,006i0000001vwoNAAQ,A Dui Cras Consulting vwoNAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,4401,658,1,6.00%,44.78701,-68.777792,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFjLAAU,A Dui Cras Consulting,Jamie Data,Gold,"570 Main St, Bangor, ME 04401-6821",Bangor,Northeast,Maine,2/16/2015,TRUE,2/10/2015,Other Quarters,31,TRUE,Insurance,006i0000001vx8mAAA,A Dui Cras Consulting vx8mAAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,4401,1890,1,10.00%,44.78701,-68.777792,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFjLAAU,A Dui Cras Consulting,Jamie Data,Gold,"570 Main St, Bangor, ME 04401-6821",Bangor,Northeast,Maine,2/1/2014,TRUE,1/26/2014,Other Quarters,31,TRUE,Insurance,006i0000001vvHyAAI,A Dui Cras Consulting vvHyAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,4401,110656,1,24.00%,44.78701,-68.777792,1,208,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rG2sAAE,Cursus Nunc Mauris Ltd,Jamie Data,Gold,"416 Main St, Rockland, ME 04841-3345",Rockland,Northeast,Maine,4/21/2015,TRUE,4/18/2015,This Quarter,31,TRUE,Insurance,006i0000001vxZYAAY,Cursus Nunc Mauris Ltd vxZYAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,4841,511,1,27.00%,44.104694,-69.109495,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFhdAAE,Rutrum Justo Praesent Consulting,Julie Owens,Gold,"237 Union St, Schenectady, NY 12305-1405",Schenectady,Northeast,New York,12/28/2013,TRUE,12/23/2013,Other Quarters,31,TRUE,Business Services,006i0000001vv8PAAQ,Rutrum Justo Praesent Consulting vv8PAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,12305,651,1,7.00%,42.816577,-73.943131,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxXAAU,Gadgetron,Julie Owens,Gold,"1 Main St, Brockport, NY 14420",Brockport,Northeast,New York,8/20/2014,TRUE,8/17/2014,Other Quarters,31,TRUE,Distribution,006i0000001vwAKAAY,Gadgetron vwAKAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,14420,5859,1,7.00%,43.216377,-77.937955,1,9,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rER9AAM,Ante Blandit Company,Julie Owens,Gold,"5359 State Route 23, Windham, NY 12496-5906",Windham,Northeast,New York,4/6/2014,TRUE,3/29/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vvWLAAY,Ante Blandit Company vvWLAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,12496,20916,1,17.00%,42.30743,-74.251103,1,36,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rDByAAM,Vel Industries,Julie Owens,Gold,"1693 East Ave, Barker, NY 14012-9547",Barker,Northeast,New York,12/3/2013,TRUE,12/3/2013,Other Quarters,31,TRUE,Computer Hardware,006i0000001vv49AAA,Vel Industries vv49AAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,14012,1148,1,18.00%,43.329243,-78.549691,1,2,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFhdAAE,Rutrum Justo Praesent Consulting,Julie Owens,Gold,"237 Union St, Schenectady, NY 12305-1405",Schenectady,Northeast,New York,2/4/2014,TRUE,1/28/2014,Other Quarters,31,TRUE,Business Services,006i0000001vvIaAAI,Rutrum Justo Praesent Consulting vvIaAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,12305,9520,1,20.00%,42.816577,-73.943131,1,17,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFhdAAE,Rutrum Justo Praesent Consulting,Julie Owens,Gold,"237 Union St, Schenectady, NY 12305-1405",Schenectady,Northeast,New York,11/1/2013,TRUE,10/28/2013,Other Quarters,31,TRUE,Business Services,006i0000001vuwyAAA,Rutrum Justo Praesent Consulting vuwyAAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,12305,10507,1,21.00%,42.816577,-73.943131,1,19,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFDYAA2,Commodo LLC,Julie Owens,Gold,"21 2nd St, Athens, NY 12015-1327",Athens,Northeast,New York,10/7/2013,TRUE,9/29/2013,Other Quarters,31,TRUE,Retail,006i0000001vuqDAAQ,Commodo LLC vuqDAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,12015,21014,1,21.00%,42.260511,-73.809683,1,38,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rEenAAE,Elit Incorporated,Julie Owens,Gold,"34 W Main St, Fredonia, NY 14063-2136",Fredonia,Northeast,New York,2/4/2014,TRUE,1/29/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vvJ4AAI,Elit Incorporated vvJ4AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,14063,408044,1,24.00%,42.439181,-79.332271,1,767,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFznAAE,Tellus Eu Augue Incorporated,Kevin Gibson,Gold,"34 N Cherry Ln, York, PA 17401-5306",York,Northeast,Pennsylvania,11/3/2014,TRUE,11/3/2014,Other Quarters,31,TRUE,Financial Services,006i0000001vwaVAAQ,Tellus Eu Augue Incorporated vwaVAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,17401,10591,1,11.00%,39.962904,-76.729335,1,17,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rEoKAAU,Thrift Bank,Kevin Gibson,Gold,"137 Elmwood St, State College, PA 16801-6851",State College,Northeast,Pennsylvania,1/6/2014,TRUE,12/29/2013,Other Quarters,31,TRUE,Oil & Gas,006i0000001vvB5AAI,Thrift Bank vvB5AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,16801,10234,1,14.00%,40.810419,-77.830322,1,17,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFznAAE,Tellus Eu Augue Incorporated,Kevin Gibson,Gold,"34 N Cherry Ln, York, PA 17401-5306",York,Northeast,Pennsylvania,3/30/2014,TRUE,3/24/2014,Other Quarters,31,TRUE,Financial Services,006i0000001vvUVAAY,Tellus Eu Augue Incorporated vvUVAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,17401,546,1,22.00%,39.962904,-76.729335,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rGDQAA2,Duis A LLP,Maria Porter,Gold,"624 T St NW, Washington, DC 20001-5119",Washington,Northeast,District of Columbia,3/29/2015,TRUE,3/27/2015,Other Quarters,31,TRUE,Manufacturing,006i0000001vxOJAAY,Duis A LLP vxOJAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,20001,3066,1,27.00%,38.915425,-77.021422,1,6,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFt6AAE,Dignissim Magna Ltd,David Ward,Gold,"1208 Walnut Ave, Anniston, AL 36201-4526",Anniston,Southeast,Alabama,9/6/2013,TRUE,9/1/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vujOAAQ,Dignissim Magna Ltd vujOAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,36201,79632,1,21.00%,33.66028,-85.833737,1,144,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rF3FAAU,Nunc PC,David Ward,Gold,"3929 Shelbyville Rd, Louisville, KY 40207-3120",Louisville,Southeast,Kentucky,12/30/2013,TRUE,12/29/2013,Other Quarters,31,TRUE,Healthcare,006i0000001vvCAAAY,Nunc PC vvCAAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,40207,504,1,28.00%,38.253038,-85.653833,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFv6AAE,Cras Industries,Greg Long,Gold,"1800 N University Dr, Coral Springs, FL 33071-6031",Coral Springs,Southeast,Florida,12/9/2013,TRUE,12/9/2013,Other Quarters,31,TRUE,Agriculture,006i0000001vv5EAAQ,Cras Industries vv5EAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,33071,2324,1,17.00%,26.253524,-80.253641,1,4,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFUtAAM,Urna PC,Greg Long,Gold,"30205 Sw 217 Ave, Homestead, FL 33030",Homestead,Southeast,Florida,3/26/2015,TRUE,3/22/2015,Other Quarters,31,TRUE,Retail,006i0000001vxMCAAY,Urna PC vxMCAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,33030,2765,1,21.00%,25.485588,-80.540435,1,5,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFbyAAE,Aerosoft,Greg Long,Gold,"131 1 St Ave N, Jacksonville Beach, FL 32250",Jacksonville Beach,Southeast,Florida,4/6/2015,TRUE,3/31/2015,This Quarter,31,TRUE,Retail,006i0000001vttiAAA,Aerosoft vttiAAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,32250,6636,1,21.00%,30.290517,-81.390856,1,12,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFv6AAE,Cras Industries,Greg Long,Gold,"1800 N University Dr, Coral Springs, FL 33071-6031",Coral Springs,Southeast,Florida,5/25/2015,TRUE,5/18/2015,This Quarter,31,TRUE,Agriculture,006i0000001vxmAAAQ,Cras Industries vxmAAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,33071,1617,1,23.00%,26.253524,-80.253641,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFwpAAE,Lorem Vitae Consulting,Jason Washington,Gold,"2461 Rockfish Valley Hwy, Nellysford, VA 22958-2306",Nellysford,Southeast,Virginia,7/11/2014,TRUE,7/7/2014,Other Quarters,31,TRUE,Financial Services,006i0000001vw1ZAAQ,Lorem Vitae Consulting vw1ZAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,22958,25641,1,1.00%,37.887455,-78.879557,1,37,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFwpAAE,Lorem Vitae Consulting,Jason Washington,Gold,"2461 Rockfish Valley Hwy, Nellysford, VA 22958-2306",Nellysford,Southeast,Virginia,5/27/2014,TRUE,5/24/2014,Other Quarters,31,TRUE,Financial Services,006i0000001vvmSAAQ,Lorem Vitae Consulting vvmSAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,22958,679,1,3.00%,37.887455,-78.879557,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rGBhAAM,Erat Semper Rutrum PC,Jason Washington,Gold,"5135 South East Side Hwy, Elkton, VA 22827-3469",Elkton,Southeast,Virginia,10/21/2014,TRUE,10/14/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vwUxAAI,Erat Semper Rutrum PC vwUxAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,22827,2037,1,3.00%,38.356888,-78.676569,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,9/17/2013,TRUE,9/16/2013,Other Quarters,31,TRUE,Computer Hardware,006i0000001vumGAAQ,In Faucibus Consulting vumGAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,26104,658,1,6.00%,39.287467,-81.532968,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rG10AAE,Aliquam Gravida Mauris Foundation,Jason Washington,Gold,"200 Mosbys Run, Roseland, VA 22967-8551",Roseland,Southeast,Virginia,6/10/2014,TRUE,6/4/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vvp6AAA,Aliquam Gravida Mauris Foundation vvp6AAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,22967,9450,1,10.00%,37.870497,-78.918887,1,15,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,9/9/2014,TRUE,9/5/2014,Other Quarters,31,TRUE,Computer Hardware,006i0000001vwGGAAY,In Faucibus Consulting vwGGAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,26104,1204,1,14.00%,39.287467,-81.532968,1,2,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,1/2/2014,TRUE,12/29/2013,Other Quarters,31,TRUE,Computer Hardware,006i0000001vvC0AAI,In Faucibus Consulting vvC0AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,26104,539,1,23.00%,39.287467,-81.532968,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,9/30/2013,TRUE,9/28/2013,Other Quarters,31,TRUE,Computer Hardware,006i0000001vupYAAQ,In Faucibus Consulting vupYAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,26104,8624,1,23.00%,39.287467,-81.532968,1,16,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFsxAAE,Ut Lacus Institute,Joe Ford,Gold,"625 Haywood Rd, Asheville, NC 28806-3255",Asheville,Southeast,North Carolina,11/1/2013,TRUE,10/26/2013,Other Quarters,31,TRUE,Retail,006i0000001vuwWAAQ,Ut Lacus Institute vuwWAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,28806,686,1,2.00%,35.578984,-82.588865,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rG7iAAE,Pede Consulting,Joe Ford,Gold,"375 Buckwalter Place Blvd, Bluffton, SC 29910",Bluffton,Southeast,South Carolina,4/2/2014,TRUE,3/31/2014,Other Quarters,31,TRUE,Transportation,006i0000001vvYUAAY,Pede Consulting vvYUAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,29910,75383,1,11.00%,32.271817,-80.919973,1,121,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rG74AAE,Neque In Consulting,Joe Ford,Gold,"108 S Jefferson Ave, West Jefferson, NC 28694-9524",West Jefferson,Southeast,North Carolina,4/20/2015,TRUE,4/17/2015,This Quarter,31,TRUE,Healthcare,006i0000001vxZ6AAI,Neque In Consulting vxZ6AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,28694,9744,1,13.00%,36.400784,-81.492077,1,16,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFggAAE,Amet Corp.,Joe Ford,Gold,"675 Merrimon Ave, Asheville, NC 28804-3541",Asheville,Southeast,North Carolina,4/17/2015,TRUE,4/13/2015,This Quarter,31,TRUE,Manufacturing,006i0000001vxY1AAI,Amet Corp. vxY1AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,28804,14000,1,20.00%,35.622131,-82.553603,1,25,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFmBAAU,Gravida Inc.,Joe Ford,Gold,"827 W Morgan St, Raleigh, NC 27603-1613",Raleigh,Southeast,North Carolina,1/12/2015,TRUE,1/5/2015,Other Quarters,31,TRUE,Healthcare,006i0000001vwyUAAQ,Gravida Inc. vwyUAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,27603,553,1,21.00%,35.779672,-78.653498,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,9/20/2014,TRUE,9/20/2014,Other Quarters,31,TRUE,Computer Hardware,006i0000001vwKcAAI,In Faucibus Consulting vwKcAAI  MOL Standard Services,Services,0,MOL Standard,0,Solution,5/30/2015,FALSE,26104,504,1,28.00%,39.287467,-81.532968,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rF48AAE,Velit Ltd,Jason Stoltz,Gold,"208 Avenue H, Marble Falls, TX 78654-5750",Marble Falls,Southwest,Texas,12/27/2013,TRUE,12/29/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vvDoAAI,Velit Ltd vvDoAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,78654,1316,1,6.00%,30.571103,-98.276766,1,2,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,5/9/2015,TRUE,5/5/2015,This Quarter,31,TRUE,Recreation,006i0000001vxhPAAQ,123 Warehousing vxhPAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85544,679,1,3.00%,34.382835,-111.453115,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,6/23/2014,TRUE,6/22/2014,Other Quarters,31,TRUE,Recreation,006i0000001vvuxAAA,123 Warehousing vvuxAAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85544,2520,1,10.00%,34.382835,-111.453115,1,4,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,3/8/2014,TRUE,3/1/2014,Other Quarters,31,TRUE,Recreation,006i0000001vvOoAAI,123 Warehousing vvOoAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85544,1827,1,13.00%,34.382835,-111.453115,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFtKAAU,Neque Sed Inc.,Tara Wang,Gold,"322 E Camelback Rd, Phoenix, AZ 85012-1614",Phoenix,Southwest,Arizona,5/15/2014,TRUE,5/14/2014,Other Quarters,31,TRUE,Computer Software,006i0000001vvkTAAQ,Neque Sed Inc. vvkTAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85012,12012,1,22.00%,33.509527,-112.068723,1,22,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,9/29/2014,TRUE,9/28/2014,Other Quarters,31,TRUE,Recreation,006i0000001vwO6AAI,123 Warehousing vwO6AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85544,2072,1,26.00%,34.382835,-111.453115,1,4,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,9/6/2014,TRUE,8/30/2014,Other Quarters,31,TRUE,Recreation,006i0000001vwEaAAI,123 Warehousing vwEaAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85544,4599,1,27.00%,34.382835,-111.453115,1,9,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,1/3/2014,TRUE,12/30/2013,Other Quarters,31,TRUE,Recreation,006i0000001vvDsAAI,123 Warehousing vvDsAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,85544,82782,1,27.00%,34.382835,-111.453115,1,162,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rE1YAAU,Integer Sem LLC,Elissa Sanders,Gold,"2201 S Fort Apache Rd, Las Vegas, NV 89117-5704",Las Vegas,West,Nevada,6/15/2014,TRUE,6/17/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vvtVAAQ,Integer Sem LLC vvtVAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,89117,26978,1,6.00%,36.147496,-115.298065,1,41,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFX9AAM,Feugiat Non Lobortis Industries,Elissa Sanders,Gold,"846 Victorian Ave, Sparks, NV 89431-5275",Sparks,West,Nevada,6/19/2014,TRUE,6/21/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vvutAAA,Feugiat Non Lobortis Industries vvutAAA  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,89431,3738,1,11.00%,39.535161,-119.754079,1,6,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rFM9AAM,Dolor Sit LLP,Elissa Sanders,Gold,"118 N Pagosa Blvd, Pagosa Springs, CO 81147-8470",Pagosa Springs,West,Colorado,2/28/2015,TRUE,2/25/2015,Other Quarters,31,TRUE,Hospitality,006i0000001vxDYAAY,Dolor Sit LLP vxDYAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,81147,1848,1,12.00%,37.255223,-107.080319,1,3,$0K,0,0,700,$0.00 ,,,,,,,,
001i0000008rEqgAAE,Magnaj Innovation,Elissa Sanders,Gold,"274 Pagosa St, Pagosa Springs, CO 81147",Pagosa Springs,West,Colorado,12/4/2014,TRUE,11/28/2014,Other Quarters,31,TRUE,Oil & Gas,006i0000001vwiAAAQ,Magnaj Innovation vwiAAAQ  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,81147,588,1,16.00%,37.268787,-107.007492,1,1,$0K,0,0,700,$0.00 ,,,,,,,,
